Forest,Permit number,Issue date,Number of trees,Permit cost,Expiration date
Arapaho and Roosevelt,607,11/23/2018,1,20,1/6/2019
Flathead,608,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,609,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,610,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,614,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,612,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,615,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,618,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,616,11/23/2018,1,20,1/6/2019
Flathead,620,11/23/2018,2,10,1/2/2019
Flathead,621,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,622,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,623,11/23/2018,1,20,1/6/2019
Flathead,624,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,626,11/23/2018,1,20,1/6/2019
Flathead,625,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,627,11/23/2018,1,20,1/6/2019
Mt. Hood,628,11/23/2018,1,5,12/31/2018
Flathead,630,11/23/2018,1,5,1/2/2019
Flathead,629,11/23/2018,1,5,1/2/2019
Flathead,631,11/23/2018,1,5,1/2/2019
Flathead,632,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,634,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,637,11/23/2018,3,60,1/6/2019
Flathead,636,11/23/2018,1,5,1/2/2019
Flathead,640,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,641,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,642,11/23/2018,1,20,1/6/2019
Flathead,643,11/23/2018,1,5,1/2/2019
Flathead,645,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,644,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,646,11/23/2018,5,100,1/6/2019
Arapaho and Roosevelt,649,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,648,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,651,11/23/2018,1,20,1/6/2019
Mt. Hood,652,11/23/2018,1,5,12/31/2018
Shoshone,653,11/23/2018,1,8,12/31/2018
Flathead,655,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,656,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,657,11/23/2018,1,20,1/6/2019
Flathead,658,11/23/2018,2,10,1/2/2019
Flathead,659,11/23/2018,1,5,1/2/2019
Flathead,660,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,661,11/23/2018,1,20,1/6/2019
Flathead,662,11/23/2018,3,15,1/2/2019
Mt. Hood,663,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,664,11/23/2018,1,20,1/6/2019
Flathead,665,11/23/2018,1,5,1/2/2019
Mt. Hood,666,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,668,11/23/2018,1,20,1/6/2019
Flathead,667,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,671,11/23/2018,1,20,1/6/2019
Flathead,669,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,670,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,672,11/23/2018,1,20,1/6/2019
Flathead,673,11/23/2018,2,10,1/2/2019
Shoshone,675,11/23/2018,1,8,12/31/2018
Arapaho and Roosevelt,677,11/23/2018,1,20,1/6/2019
Mt. Hood,674,11/23/2018,1,5,12/31/2018
Flathead,678,11/23/2018,1,5,1/2/2019
Flathead,680,11/23/2018,1,5,1/2/2019
Mt. Hood,681,11/23/2018,1,5,12/31/2018
Mt. Hood,683,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,682,11/23/2018,1,20,1/6/2019
Flathead,685,11/23/2018,1,5,1/2/2019
Mt. Hood,686,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,688,11/23/2018,1,20,1/6/2019
Flathead,687,11/23/2018,1,5,1/2/2019
Mt. Hood,690,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,692,11/23/2018,2,40,1/6/2019
Flathead,693,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,694,11/23/2018,1,20,1/6/2019
Shoshone,695,11/23/2018,3,24,12/31/2018
Shoshone,696,11/23/2018,2,16,12/31/2018
Arapaho and Roosevelt,698,11/23/2018,1,20,1/6/2019
Mt. Hood,697,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,699,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,700,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,702,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,703,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,701,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,704,11/23/2018,1,20,1/6/2019
Flathead,705,11/23/2018,1,5,1/2/2019
Flathead,707,11/23/2018,2,10,1/2/2019
Arapaho and Roosevelt,706,11/23/2018,1,20,1/6/2019
Flathead,708,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,711,11/23/2018,1,20,1/6/2019
Flathead,710,11/23/2018,1,5,1/2/2019
Flathead,712,11/23/2018,2,10,1/2/2019
Mt. Hood,713,11/23/2018,1,5,12/31/2018
Flathead,714,11/23/2018,2,10,1/2/2019
Arapaho and Roosevelt,709,11/23/2018,1,20,1/6/2019
Flathead,715,11/23/2018,1,5,1/2/2019
Mt. Hood,716,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,717,11/23/2018,1,20,1/6/2019
Flathead,718,11/23/2018,2,10,1/2/2019
Flathead,719,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,720,11/23/2018,1,20,1/6/2019
Flathead,721,11/23/2018,1,5,1/2/2019
Mt. Hood,722,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,723,11/23/2018,2,40,1/6/2019
Arapaho and Roosevelt,724,11/23/2018,1,20,1/6/2019
Mt. Hood,726,11/23/2018,2,10,12/31/2018
Arapaho and Roosevelt,728,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,729,11/23/2018,1,20,1/6/2019
Flathead,727,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,731,11/23/2018,1,20,1/6/2019
Shoshone,735,11/23/2018,1,8,12/31/2018
Mt. Hood,737,11/23/2018,1,5,12/31/2018
Flathead,738,11/23/2018,1,5,1/2/2019
Mt. Hood,739,11/23/2018,1,5,12/31/2018
Flathead,740,11/23/2018,1,5,1/2/2019
Mt. Hood,741,11/23/2018,1,5,12/31/2018
Flathead,743,11/23/2018,1,5,1/2/2019
Mt. Hood,744,11/23/2018,2,10,12/31/2018
Flathead,742,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,746,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,745,11/23/2018,1,20,1/6/2019
Mt. Hood,732,11/23/2018,1,5,12/31/2018
Flathead,748,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,750,11/23/2018,2,40,1/6/2019
Mt. Hood,749,11/23/2018,2,10,12/31/2018
Mt. Hood,751,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,752,11/23/2018,1,20,1/6/2019
Mt. Hood,754,11/23/2018,1,5,12/31/2018
Flathead,753,11/23/2018,1,5,1/2/2019
Mt. Hood,756,11/23/2018,1,5,12/31/2018
Mt. Hood,757,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,755,11/23/2018,1,20,1/6/2019
Mt. Hood,747,11/23/2018,1,5,12/31/2018
Flathead,758,11/23/2018,1,5,1/2/2019
Flathead,759,11/23/2018,1,5,1/2/2019
Mt. Hood,762,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,760,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,761,11/23/2018,1,20,1/6/2019
Flathead,764,11/23/2018,2,10,1/2/2019
Mt. Hood,763,11/23/2018,3,15,12/31/2018
Flathead,767,11/23/2018,2,10,1/2/2019
Flathead,766,11/23/2018,1,5,1/2/2019
Mt. Hood,765,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,769,11/23/2018,1,20,1/6/2019
Flathead,768,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,771,11/23/2018,2,40,1/6/2019
Flathead,772,11/23/2018,1,5,1/2/2019
Mt. Hood,774,11/23/2018,1,5,12/31/2018
Mt. Hood,773,11/23/2018,1,5,12/31/2018
Flathead,776,11/23/2018,2,10,1/2/2019
Mt. Hood,777,11/23/2018,1,5,12/31/2018
Mt. Hood,778,11/23/2018,1,5,12/31/2018
Flathead,779,11/23/2018,1,5,1/2/2019
Mt. Hood,783,11/23/2018,1,5,12/31/2018
Flathead,782,11/23/2018,1,5,1/2/2019
Flathead,781,11/23/2018,1,5,1/2/2019
Flathead,784,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,785,11/23/2018,1,20,1/6/2019
Flathead,787,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,790,11/23/2018,1,20,1/6/2019
Mt. Hood,789,11/23/2018,3,15,12/31/2018
Shoshone,791,11/23/2018,1,8,12/31/2018
Arapaho and Roosevelt,794,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,795,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,797,11/23/2018,1,20,1/6/2019
Shoshone,798,11/23/2018,1,8,12/31/2018
Flathead,780,11/23/2018,1,5,1/2/2019
Flathead,799,11/23/2018,2,10,1/2/2019
Flathead,801,11/23/2018,1,5,1/2/2019
Mt. Hood,803,11/23/2018,1,5,12/31/2018
Mt. Hood,802,11/23/2018,1,5,12/31/2018
Mt. Hood,804,11/23/2018,1,5,12/31/2018
Flathead,808,11/23/2018,1,5,1/2/2019
Mt. Hood,805,11/23/2018,1,5,12/31/2018
Flathead,806,11/23/2018,1,5,1/2/2019
Flathead,810,11/23/2018,2,10,1/2/2019
Flathead,809,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,811,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,812,11/23/2018,2,40,1/6/2019
Mt. Hood,813,11/23/2018,3,15,12/31/2018
Flathead,815,11/23/2018,2,10,1/2/2019
Flathead,814,11/23/2018,1,5,1/2/2019
Flathead,816,11/23/2018,3,15,1/2/2019
Flathead,817,11/23/2018,2,10,1/2/2019
Arapaho and Roosevelt,819,11/23/2018,1,20,1/6/2019
Flathead,821,11/23/2018,2,10,1/2/2019
Mt. Hood,820,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,822,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,823,11/23/2018,1,20,1/6/2019
Flathead,824,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,825,11/23/2018,1,20,1/6/2019
Flathead,826,11/23/2018,1,5,1/2/2019
Mt. Hood,828,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,827,11/23/2018,2,40,1/6/2019
Flathead,829,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,831,11/23/2018,2,40,1/6/2019
Arapaho and Roosevelt,830,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,832,11/23/2018,1,20,1/6/2019
Mt. Hood,833,11/23/2018,2,10,12/31/2018
Mt. Hood,834,11/23/2018,2,10,12/31/2018
Arapaho and Roosevelt,836,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,837,11/23/2018,1,20,1/6/2019
Mt. Hood,841,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,835,11/23/2018,1,20,1/6/2019
Flathead,845,11/23/2018,1,5,1/2/2019
Flathead,846,11/23/2018,2,10,1/2/2019
Mt. Hood,847,11/23/2018,1,5,12/31/2018
Mt. Hood,850,11/23/2018,1,5,12/31/2018
Flathead,849,11/23/2018,1,5,1/2/2019
Flathead,848,11/23/2018,1,5,1/2/2019
Mt. Hood,851,11/23/2018,5,25,12/31/2018
Flathead,839,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,852,11/23/2018,1,20,1/6/2019
Flathead,853,11/23/2018,1,5,1/2/2019
Mt. Hood,854,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,855,11/23/2018,3,60,1/6/2019
Flathead,856,11/23/2018,1,5,1/2/2019
Flathead,857,11/23/2018,2,10,1/2/2019
Flathead,858,11/23/2018,1,5,1/2/2019
Flathead,860,11/23/2018,1,5,1/2/2019
Mt. Hood,862,11/23/2018,1,5,12/31/2018
Mt. Hood,863,11/23/2018,3,15,12/31/2018
Arapaho and Roosevelt,864,11/23/2018,1,20,1/6/2019
Flathead,865,11/23/2018,1,5,1/2/2019
Mt. Hood,867,11/23/2018,1,5,12/31/2018
Mt. Hood,868,11/23/2018,2,10,12/31/2018
Mt. Hood,869,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,870,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,871,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,874,11/23/2018,1,20,1/6/2019
Mt. Hood,875,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,876,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,877,11/23/2018,1,20,1/6/2019
Mt. Hood,878,11/23/2018,1,5,12/31/2018
Flathead,879,11/23/2018,2,10,1/2/2019
Flathead,880,11/23/2018,1,5,1/2/2019
Flathead,881,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,883,11/23/2018,1,20,1/6/2019
Mt. Hood,884,11/23/2018,1,5,12/31/2018
Flathead,886,11/23/2018,1,5,1/2/2019
Mt. Hood,885,11/23/2018,3,15,12/31/2018
Arapaho and Roosevelt,889,11/23/2018,1,20,1/6/2019
Flathead,887,11/23/2018,1,5,1/2/2019
Flathead,890,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,891,11/23/2018,1,20,1/6/2019
Flathead,893,11/23/2018,1,5,1/2/2019
Mt. Hood,894,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,896,11/23/2018,1,20,1/6/2019
Mt. Hood,897,11/23/2018,1,5,12/31/2018
Mt. Hood,898,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,899,11/23/2018,1,20,1/6/2019
Mt. Hood,900,11/23/2018,1,5,12/31/2018
Mt. Hood,901,11/23/2018,1,5,12/31/2018
Flathead,904,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,905,11/23/2018,1,20,1/6/2019
Mt. Hood,902,11/23/2018,2,10,12/31/2018
Arapaho and Roosevelt,906,11/23/2018,1,20,1/6/2019
Flathead,908,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,909,11/23/2018,1,20,1/6/2019
Arapaho and Roosevelt,911,11/23/2018,1,20,1/6/2019
Flathead,912,11/23/2018,1,5,1/2/2019
Shoshone,913,11/23/2018,1,8,12/31/2018
Mt. Hood,914,11/23/2018,2,10,12/31/2018
Mt. Hood,915,11/23/2018,1,5,12/31/2018
Flathead,917,11/23/2018,1,5,1/2/2019
Arapaho and Roosevelt,916,11/23/2018,1,20,1/6/2019
Mt. Hood,918,11/23/2018,1,5,12/31/2018
Mt. Hood,920,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,919,11/23/2018,1,20,1/6/2019
Mt. Hood,921,11/23/2018,3,15,12/31/2018
Flathead,923,11/23/2018,1,5,1/2/2019
Shoshone,924,11/23/2018,1,8,12/31/2018
Mt. Hood,925,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,926,11/23/2018,1,20,1/6/2019
Mt. Hood,927,11/23/2018,2,10,12/31/2018
Mt. Hood,928,11/23/2018,1,5,12/31/2018
Shoshone,929,11/23/2018,1,8,12/31/2018
Mt. Hood,931,11/23/2018,1,5,12/31/2018
Arapaho and Roosevelt,933,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,934,11/24/2018,2,40,1/6/2019
Flathead,935,11/24/2018,1,5,1/2/2019
Mt. Hood,936,11/24/2018,1,5,12/31/2018
Flathead,937,11/24/2018,1,5,1/2/2019
Flathead,940,11/24/2018,2,10,1/2/2019
Arapaho and Roosevelt,941,11/24/2018,4,80,1/6/2019
Arapaho and Roosevelt,942,11/24/2018,1,20,1/6/2019
Flathead,945,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,946,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,947,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,948,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,949,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,953,11/24/2018,1,20,1/6/2019
Flathead,954,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,955,11/24/2018,2,40,1/6/2019
Flathead,956,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,957,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,959,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,960,11/24/2018,1,20,1/6/2019
Flathead,961,11/24/2018,1,5,1/2/2019
Flathead,962,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,963,11/24/2018,1,20,1/6/2019
Flathead,958,11/24/2018,2,10,1/2/2019
Flathead,965,11/24/2018,1,5,1/2/2019
Mt. Hood,966,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,968,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,967,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,970,11/24/2018,1,20,1/6/2019
Mt. Hood,971,11/24/2018,1,5,12/31/2018
Shoshone,972,11/24/2018,1,8,12/31/2018
Arapaho and Roosevelt,974,11/24/2018,2,40,1/6/2019
Arapaho and Roosevelt,973,11/24/2018,2,40,1/6/2019
Mt. Hood,976,11/24/2018,2,10,12/31/2018
Mt. Hood,975,11/24/2018,1,5,12/31/2018
Mt. Hood,978,11/24/2018,1,5,12/31/2018
Flathead,977,11/24/2018,1,5,1/2/2019
Shoshone,979,11/24/2018,1,8,12/31/2018
Mt. Hood,980,11/24/2018,2,10,12/31/2018
Arapaho and Roosevelt,982,11/24/2018,1,20,1/6/2019
Flathead,981,11/24/2018,1,5,1/2/2019
Shoshone,985,11/24/2018,1,8,12/31/2018
Arapaho and Roosevelt,984,11/24/2018,1,20,1/6/2019
Flathead,987,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,986,11/24/2018,1,20,1/6/2019
Flathead,988,11/24/2018,1,5,1/2/2019
Flathead,989,11/24/2018,1,5,1/2/2019
Mt. Hood,991,11/24/2018,3,15,12/31/2018
Flathead,990,11/24/2018,2,10,1/2/2019
Arapaho and Roosevelt,992,11/24/2018,1,20,1/6/2019
Mt. Hood,993,11/24/2018,3,15,12/31/2018
Arapaho and Roosevelt,994,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,995,11/24/2018,1,20,1/6/2019
Mt. Hood,998,11/24/2018,2,10,12/31/2018
Flathead,999,11/24/2018,2,10,1/2/2019
Flathead,1000,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1002,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,1003,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,1004,11/24/2018,1,20,1/6/2019
Flathead,1005,11/24/2018,1,5,1/2/2019
Mt. Hood,1007,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1008,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,1009,11/24/2018,1,20,1/6/2019
Flathead,1010,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1012,11/24/2018,1,20,1/6/2019
Shoshone,996,11/24/2018,1,8,12/31/2018
Flathead,1013,11/24/2018,1,5,1/2/2019
Flathead,1014,11/24/2018,1,5,1/2/2019
Mt. Hood,1016,11/24/2018,3,15,12/31/2018
Arapaho and Roosevelt,1015,11/24/2018,1,20,1/6/2019
Mt. Hood,1017,11/24/2018,1,5,12/31/2018
Mt. Hood,1018,11/24/2018,1,5,12/31/2018
Mt. Hood,1020,11/24/2018,1,5,12/31/2018
Mt. Hood,1021,11/24/2018,1,5,12/31/2018
Mt. Hood,1019,11/24/2018,1,5,12/31/2018
Flathead,1023,11/24/2018,3,15,1/2/2019
Mt. Hood,1026,11/24/2018,1,5,12/31/2018
Mt. Hood,1027,11/24/2018,1,5,12/31/2018
Flathead,1028,11/24/2018,2,10,1/2/2019
Flathead,1029,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1032,11/24/2018,1,20,1/6/2019
Mt. Hood,1030,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1033,11/24/2018,1,20,1/6/2019
Flathead,1031,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1036,11/24/2018,1,20,1/6/2019
Flathead,1035,11/24/2018,3,15,1/2/2019
Flathead,1037,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1038,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,1039,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,1041,11/24/2018,1,20,1/6/2019
Flathead,1040,11/24/2018,1,5,1/2/2019
Shoshone,1043,11/24/2018,1,8,12/31/2018
Mt. Hood,1045,11/24/2018,2,10,12/31/2018
Mt. Hood,1042,11/24/2018,5,25,12/31/2018
Arapaho and Roosevelt,1044,11/24/2018,1,20,1/6/2019
Flathead,1048,11/24/2018,1,5,1/2/2019
Mt. Hood,1046,11/24/2018,1,5,12/31/2018
Flathead,1047,11/24/2018,1,5,1/2/2019
Flathead,1050,11/24/2018,2,10,1/2/2019
Flathead,1049,11/24/2018,1,5,1/2/2019
Flathead,1052,11/24/2018,1,5,1/2/2019
Mt. Hood,1053,11/24/2018,1,5,12/31/2018
Mt. Hood,1051,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1054,11/24/2018,1,20,1/6/2019
Mt. Hood,1056,11/24/2018,2,10,12/31/2018
Mt. Hood,1059,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1058,11/24/2018,1,20,1/6/2019
Mt. Hood,1060,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1057,11/24/2018,1,20,1/6/2019
Mt. Hood,1064,11/24/2018,1,5,12/31/2018
Flathead,1063,11/24/2018,1,5,1/2/2019
Mt. Hood,1065,11/24/2018,1,5,12/31/2018
Mt. Hood,1068,11/24/2018,1,5,12/31/2018
Mt. Hood,1069,11/24/2018,1,5,12/31/2018
Flathead,1067,11/24/2018,1,5,1/2/2019
Mt. Hood,1073,11/24/2018,1,5,12/31/2018
Flathead,1071,11/24/2018,1,5,1/2/2019
Flathead,1072,11/24/2018,1,5,1/2/2019
Flathead,1074,11/24/2018,3,15,1/2/2019
Flathead,1076,11/24/2018,1,5,1/2/2019
Flathead,1079,11/24/2018,1,5,1/2/2019
Flathead,1077,11/24/2018,3,15,1/2/2019
Flathead,1080,11/24/2018,1,5,1/2/2019
Mt. Hood,1082,11/24/2018,1,5,12/31/2018
Mt. Hood,1078,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1081,11/24/2018,1,20,1/6/2019
Shoshone,1084,11/24/2018,2,16,12/31/2018
Flathead,1085,11/24/2018,1,5,1/2/2019
Mt. Hood,1086,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1088,11/24/2018,1,20,1/6/2019
Arapaho and Roosevelt,1092,11/24/2018,1,20,1/6/2019
Mt. Hood,1091,11/24/2018,1,5,12/31/2018
Flathead,1090,11/24/2018,2,10,1/2/2019
Flathead,1093,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1094,11/24/2018,2,40,1/6/2019
Arapaho and Roosevelt,1096,11/24/2018,1,20,1/6/2019
Mt. Hood,1097,11/24/2018,1,5,12/31/2018
Flathead,1095,11/24/2018,1,5,1/2/2019
Flathead,1098,11/24/2018,1,5,1/2/2019
Flathead,1099,11/24/2018,1,5,1/2/2019
Flathead,1102,11/24/2018,1,5,1/2/2019
Mt. Hood,1103,11/24/2018,1,5,12/31/2018
Flathead,1101,11/24/2018,1,5,1/2/2019
Mt. Hood,1106,11/24/2018,1,5,12/31/2018
Mt. Hood,1108,11/24/2018,1,5,12/31/2018
Flathead,1104,11/24/2018,1,5,1/2/2019
Flathead,1109,11/24/2018,1,5,1/2/2019
Flathead,1107,11/24/2018,2,10,1/2/2019
Flathead,1111,11/24/2018,2,10,1/2/2019
Mt. Hood,1110,11/24/2018,1,5,12/31/2018
Mt. Hood,1112,11/24/2018,1,5,12/31/2018
Flathead,1113,11/24/2018,1,5,1/2/2019
Mt. Hood,1115,11/24/2018,1,5,12/31/2018
Mt. Hood,1116,11/24/2018,1,5,12/31/2018
Mt. Hood,1117,11/24/2018,1,5,12/31/2018
Mt. Hood,1118,11/24/2018,1,5,12/31/2018
Flathead,1119,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1120,11/24/2018,1,20,1/6/2019
Flathead,1124,11/24/2018,1,5,1/2/2019
Mt. Hood,1125,11/24/2018,1,5,12/31/2018
Flathead,1127,11/24/2018,1,5,1/2/2019
Flathead,1122,11/24/2018,1,5,1/2/2019
Mt. Hood,1126,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1128,11/24/2018,1,20,1/6/2019
Flathead,1129,11/24/2018,1,5,1/2/2019
Mt. Hood,1130,11/24/2018,1,5,12/31/2018
Flathead,1123,11/24/2018,2,10,1/2/2019
Flathead,1131,11/24/2018,2,10,1/2/2019
Flathead,1132,11/24/2018,2,10,1/2/2019
Mt. Hood,1135,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1136,11/24/2018,2,40,1/6/2019
Flathead,1139,11/24/2018,1,5,1/2/2019
Flathead,1140,11/24/2018,1,5,1/2/2019
Flathead,1134,11/24/2018,2,10,1/2/2019
Mt. Hood,1142,11/24/2018,1,5,12/31/2018
Mt. Hood,1141,11/24/2018,3,15,12/31/2018
Flathead,1144,11/24/2018,1,5,1/2/2019
Flathead,1143,11/24/2018,3,15,1/2/2019
Flathead,1145,11/24/2018,2,10,1/2/2019
Arapaho and Roosevelt,1146,11/24/2018,1,20,1/6/2019
Flathead,1148,11/24/2018,1,5,1/2/2019
Flathead,1150,11/24/2018,1,5,1/2/2019
Flathead,1151,11/24/2018,1,5,1/2/2019
Flathead,1152,11/24/2018,1,5,1/2/2019
Shoshone,1153,11/24/2018,1,8,12/31/2018
Flathead,1154,11/24/2018,1,5,1/2/2019
Mt. Hood,1155,11/24/2018,1,5,12/31/2018
Flathead,1156,11/24/2018,2,10,1/2/2019
Mt. Hood,1160,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1157,11/24/2018,1,20,1/6/2019
Mt. Hood,1161,11/24/2018,1,5,12/31/2018
Arapaho and Roosevelt,1159,11/24/2018,1,20,1/6/2019
Mt. Hood,1164,11/24/2018,3,15,12/31/2018
Mt. Hood,1165,11/24/2018,1,5,12/31/2018
Flathead,1163,11/24/2018,1,5,1/2/2019
Flathead,1166,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1168,11/24/2018,1,20,1/6/2019
Flathead,1167,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1169,11/24/2018,2,40,1/6/2019
Arapaho and Roosevelt,1170,11/24/2018,1,20,1/6/2019
Flathead,1172,11/24/2018,1,5,1/2/2019
Flathead,1174,11/24/2018,1,5,1/2/2019
Flathead,1175,11/24/2018,1,5,1/2/2019
Mt. Hood,1176,11/24/2018,1,5,12/31/2018
Mt. Hood,1178,11/24/2018,1,5,12/31/2018
Flathead,1177,11/24/2018,2,10,1/2/2019
Flathead,1179,11/24/2018,1,5,1/2/2019
Arapaho and Roosevelt,1180,11/24/2018,1,20,1/6/2019
Flathead,1181,11/24/2018,1,5,1/2/2019
Flathead,1182,11/24/2018,1,5,1/2/2019
Flathead,1183,11/24/2018,1,5,1/2/2019
